CustomerID,ActivityDate,ServiceUsed,UsageAmount,SessionDuration
CUST07941,2021-09-24,Website,8602.67,50.57
CUST08677,2021-10-07,Mobile App,9504.46,14.35
CUST02630,2021-02-08,ATM,3322.86,37.28
CUST06634,2021-05-03,Mobile App,4400.3,1.96
CUST05501,2021-07-08,Website,5904.51,50.81
CUST00010,2021-07-06,Branch Visit,6532.05,18.14
CUST00994,2021-05-30,Website,4363.93,10.48
CUST07694,2021-11-28,Branch Visit,1966.48,16.74
CUST07210,2021-01-08,ATM,6348.6,42.47
CUST09658,2021-06-05,Website,3402.5,36.41
CUST08148,2021-05-11,Branch Visit,5176.54,2.01
CUST07183,2021-10-20,Mobile App,8497.91,54.18
CUST09552,2021-03-26,ATM,5088.38,46.41
CUST02901,2021-12-26,Website,2247.87,16.14
CUST04889,2021-02-08,Mobile App,7149.31,34.61
CUST09766,2021-10-29,Website,946.08,37.6
CUST06757,2021-01-25,ATM,8371.41,47.94
CUST03148,2021-04-24,ATM,9158.69,5.69
CUST07039,2021-10-11,Branch Visit,2287.31,15.52
CUST07011,2021-06-21,Website,1642.03,19.48
CUST01742,2021-03-27,Branch Visit,9983.66,17.79
CUST05254,2021-06-02,Website,2385.33,12.16
CUST06719,2021-02-10,ATM,2479.38,59.4
CUST05216,2021-06-26,Website,6856.08,16.29
CUST03472,2021-02-22,Mobile App,4957.49,56.34
CUST00360,2021-07-05,Branch Visit,446.94,8.01
CUST02166,2021-12-23,Branch Visit,4574.46,47.09
CUST02387,2021-11-03,Branch Visit,3223.72,43.86
CUST05488,2021-05-23,Branch Visit,8142.36,30.56
CUST08390,2021-05-29,Website,5842.19,3.37
CUST04396,2021-06-09,Mobile App,707.88,37.14
CUST05238,2021-10-26,Branch Visit,1077.06,49.68
CUST04356,2021-04-03,Mobile App,8430.31,40.37
CUST00226,2021-01-10,Mobile App,5818.34,3.97
CUST01931,2021-06-14,Website,3196.06,15.03
CUST01308,2021-12-20,Website,5595.18,55.75
CUST03488,2021-10-13,Website,3622.1,19.88
CUST03045,2021-05-10,Mobile App,656.2,17.72
CUST02776,2021-11-30,ATM,6188.87,22.0
CUST08337,2021-10-04,Branch Visit,8254.15,13.88
CUST00286,2021-01-17,Branch Visit,1647.21,21.28
CUST01002,2021-12-27,Mobile App,8617.88,58.24
CUST08883,2021-06-16,Branch Visit,1320.35,20.79
CUST02275,2021-10-24,Mobile App,6411.1,54.95
CUST05729,2021-07-18,ATM,4298.11,7.58
CUST04801,2021-04-10,Website,4852.71,33.13
CUST07971,2021-09-18,Branch Visit,5139.94,45.32
CUST04219,2021-03-24,Website,9777.8,11.29
CUST03170,2021-08-01,Website,2753.41,3.98
CUST03597,2021-04-12,Mobile App,3001.73,39.06
CUST06006,2021-03-14,Website,7248.29,10.29
CUST00301,2021-03-12,Website,6515.68,44.81
CUST00311,2021-01-23,Branch Visit,3452.42,21.45
CUST00540,2021-06-24,Website,8268.44,26.2
CUST07982,2021-09-17,Branch Visit,2749.54,40.79
CUST04297,2021-04-20,ATM,8181.95,11.76
CUST04266,2021-07-14,ATM,3278.0,7.04
CUST08920,2021-07-25,Mobile App,4970.72,46.79
CUST07420,2021-11-13,Mobile App,5585.15,24.53
CUST07129,2021-10-27,Mobile App,1511.93,52.11
CUST06030,2021-04-10,Mobile App,8244.93,55.21
CUST09332,2021-08-27,ATM,1499.82,24.8
CUST02534,2021-07-27,Branch Visit,6420.3,38.1
CUST08589,2021-04-04,Website,8683.07,20.93
CUST03740,2021-10-24,Mobile App,118.19,9.82
CUST01987,2021-10-10,ATM,5315.49,32.16
CUST02456,2021-07-28,Mobile App,1930.15,47.87
CUST09415,2021-11-12,ATM,889.15,31.17
CUST06311,2021-05-26,Branch Visit,8045.4,35.4
CUST00708,2021-09-20,Mobile App,6768.76,18.38
CUST02206,2021-12-17,ATM,4645.58,22.25
CUST05012,2021-12-07,Mobile App,9996.27,7.4
CUST03780,2021-07-18,ATM,7945.68,4.63
CUST00019,2021-05-19,Mobile App,6557.23,42.05
CUST01520,2021-01-09,Mobile App,6734.69,25.04
CUST07094,2021-11-02,ATM,2644.44,54.24
CUST01653,2021-08-17,Mobile App,4111.65,31.49
CUST05571,2021-11-28,Mobile App,8598.39,15.48
CUST02602,2021-04-16,Branch Visit,8072.04,51.43
CUST03951,2021-01-24,Branch Visit,6253.17,14.87
CUST00024,2021-04-13,Mobile App,2181.69,18.22
CUST06586,2021-08-06,Branch Visit,3960.93,20.07
CUST00303,2021-03-07,ATM,3066.17,37.36
CUST03086,2021-08-29,Branch Visit,7733.72,22.33
CUST02674,2021-12-23,ATM,8740.02,37.22
CUST00416,2021-02-19,ATM,9820.12,23.98
CUST03874,2021-03-28,ATM,4883.04,20.03
CUST09337,2021-10-14,Website,3429.64,4.27
CUST06016,2021-06-08,Website,6562.22,19.34
CUST06462,2021-12-22,ATM,7730.03,5.13
CUST06719,2021-12-13,Mobile App,4418.32,10.47
CUST03475,2021-12-07,Website,2631.43,48.43
CUST04455,2021-09-01,Mobile App,4362.6,28.21
CUST09254,2021-07-13,Website,8859.74,1.2
CUST01077,2021-05-30,Website,1407.1,32.48
CUST00283,2021-02-24,Website,2781.99,4.22
CUST07236,2021-08-21,Branch Visit,188.24,18.51
CUST08762,2021-12-21,Website,5927.08,40.42
CUST00956,2021-07-16,ATM,1207.38,39.39
CUST08659,2021-08-21,Website,7078.39,2.6
CUST05296,2021-08-14,Mobile App,2640.94,33.87
CUST02491,2021-07-31,Website,6984.64,42.18
CUST06403,2021-11-08,Branch Visit,8883.21,36.43
CUST09507,2021-12-09,Mobile App,5702.95,45.46
CUST05318,2021-12-06,Branch Visit,4796.75,2.45
CUST05606,2021-06-23,Website,4355.17,55.51
CUST04889,2021-11-08,Mobile App,5598.85,32.13
CUST02165,2021-08-25,ATM,8023.24,17.41
CUST00744,2021-06-25,Website,9338.08,37.78
CUST01930,2021-05-02,Branch Visit,5229.52,41.44
CUST08417,2021-05-24,Website,9068.93,58.15
CUST09836,2021-12-28,Mobile App,2179.7,34.71
CUST01016,2021-09-29,Branch Visit,2357.27,26.37
CUST02627,2021-05-04,ATM,4570.91,57.14
CUST00064,2021-04-04,Website,637.15,13.08
CUST06022,2021-05-08,Mobile App,5243.11,45.58
CUST02155,2021-10-09,Mobile App,9822.85,28.27
CUST06012,2021-02-01,Mobile App,4429.27,50.4
CUST07031,2021-06-19,ATM,9957.99,25.14
CUST06867,2021-10-03,Website,9101.92,59.58
CUST06926,2021-08-14,Branch Visit,3108.12,57.32
CUST04552,2021-06-13,Website,4869.24,53.23
CUST02505,2021-07-04,Website,8045.93,24.99
CUST06485,2021-10-22,Website,3213.77,22.21
CUST03328,2021-01-30,Mobile App,9391.59,27.14
CUST08771,2021-08-30,Mobile App,308.44,37.07
CUST08464,2021-10-04,Branch Visit,2466.18,16.79
CUST09921,2021-02-17,Website,7137.79,27.23
CUST01196,2021-12-29,ATM,4066.14,55.91
CUST09383,2021-02-23,ATM,3597.54,33.44
CUST02131,2021-08-13,Website,710.78,1.15
CUST00331,2021-05-20,ATM,7152.29,40.93
CUST08327,2021-12-07,Website,1466.09,33.49
CUST04089,2021-07-14,ATM,8921.7,9.97
CUST06223,2021-03-17,Mobile App,756.83,16.16
CUST01514,2021-06-06,ATM,1918.13,22.84
CUST03381,2021-10-06,Mobile App,3907.7,43.67
CUST07360,2021-01-28,Branch Visit,3793.96,18.49
CUST00362,2021-01-14,Mobile App,4067.76,4.58
CUST00025,2021-08-31,ATM,8801.34,28.76
CUST00337,2021-05-11,Website,5786.47,1.46
CUST00616,2021-10-02,Website,8139.58,18.77
CUST02296,2021-09-16,Branch Visit,7968.86,12.32
CUST06590,2021-03-25,Branch Visit,5294.76,54.35
CUST01623,2021-11-21,Website,5157.9,38.78
CUST05997,2021-02-09,Website,5363.75,31.15
CUST09453,2021-10-25,Website,7015.04,45.02
CUST04168,2021-12-12,ATM,566.7,55.97
CUST03509,2021-12-03,ATM,8697.18,41.18
CUST04517,2021-03-25,Mobile App,3112.13,22.57
CUST02739,2021-02-25,Website,5577.49,54.69
CUST07072,2021-05-29,Website,5448.58,51.84
CUST08769,2021-02-08,ATM,3379.28,12.54
CUST05905,2021-12-05,Branch Visit,182.85,22.52
CUST09158,2021-07-28,ATM,6812.32,58.65
CUST03270,2021-08-11,Website,2105.77,5.81
CUST02051,2021-06-19,Mobile App,3653.43,14.57
CUST02791,2021-01-19,Branch Visit,9870.68,21.05
CUST01748,2021-11-07,Website,9983.2,29.41
CUST03500,2021-09-20,Branch Visit,6091.75,15.49
CUST03920,2021-06-21,Website,4901.28,30.12
CUST00888,2021-11-13,Website,2568.02,57.57
CUST08359,2021-04-02,Website,4350.69,59.35
CUST02624,2021-02-16,Mobile App,5602.22,42.63
CUST05091,2021-05-25,Mobile App,6156.87,17.2
CUST05540,2021-12-07,ATM,201.88,17.69
CUST03971,2021-03-07,ATM,2103.08,45.75
CUST07156,2021-01-03,ATM,5214.12,37.04
CUST06232,2021-07-06,ATM,1629.15,43.61
CUST03656,2021-01-05,Website,340.74,42.15
CUST05144,2021-01-02,Branch Visit,8569.08,49.2
CUST08507,2021-11-14,Branch Visit,889.62,51.4
CUST04117,2021-06-24,ATM,8238.35,50.14
CUST07239,2021-06-03,Website,7424.79,45.72
CUST07288,2021-12-23,Mobile App,4782.9,41.64
CUST00434,2021-05-17,Branch Visit,2083.55,42.42
CUST00791,2021-06-06,Mobile App,3584.06,10.91
CUST09020,2021-12-23,Website,6937.29,44.48
CUST05566,2021-10-17,Branch Visit,3799.31,17.86
CUST07826,2021-03-16,Branch Visit,947.44,42.51
CUST06069,2021-12-13,ATM,1035.55,11.54
CUST03039,2021-09-01,ATM,4042.23,43.56
CUST07925,2021-08-20,Mobile App,2942.03,45.38
CUST00111,2021-07-02,ATM,140.87,43.34
CUST05251,2021-02-26,Branch Visit,4087.9,24.95
CUST00909,2021-02-11,ATM,2370.95,22.64
CUST02922,2021-11-11,Branch Visit,9668.86,52.38
CUST02803,2021-04-03,ATM,7955.31,51.72
CUST06076,2021-02-20,Website,2004.34,41.76
CUST00760,2021-04-12,Website,852.31,18.12
CUST05114,2021-10-26,Branch Visit,2534.7,4.09
CUST09436,2021-12-21,Mobile App,6390.31,29.86
CUST05495,2021-07-01,ATM,9638.2,14.5
CUST08217,2021-10-20,Website,6295.1,47.97
CUST08245,2021-02-23,Website,7297.89,41.51
CUST09510,2021-12-31,Mobile App,7511.08,51.92
CUST03176,2021-11-19,Branch Visit,5689.46,11.18
CUST07486,2021-08-18,ATM,9675.24,18.62
CUST01096,2021-10-26,Website,229.81,32.21
CUST09670,2021-07-31,Branch Visit,9536.23,10.96
CUST08172,2021-01-13,ATM,6782.65,6.67
CUST08556,2021-04-12,ATM,3756.64,32.23
CUST00124,2021-07-02,ATM,534.2,32.95
CUST03068,2021-10-11,ATM,2716.58,11.52
CUST09603,2021-11-10,Website,9246.28,6.09
CUST09827,2021-12-23,Mobile App,8156.32,39.75
CUST02449,2021-05-10,Mobile App,8599.57,4.36
CUST06236,2021-09-22,Branch Visit,9508.86,40.42
CUST02706,2021-10-20,Branch Visit,2103.89,2.4
CUST07565,2021-05-06,Mobile App,8374.48,31.02
CUST02639,2021-05-04,Website,496.67,9.09
CUST00855,2021-08-07,Branch Visit,287.45,58.52
CUST02566,2021-02-25,ATM,477.1,49.78
CUST07178,2021-08-05,Branch Visit,7289.99,2.2
CUST05959,2021-02-02,Branch Visit,387.03,36.22
CUST01348,2021-12-28,Branch Visit,8837.48,2.05
CUST02291,2021-04-08,Mobile App,7686.14,50.74
CUST04504,2021-06-26,Mobile App,3966.67,12.74
CUST08138,2021-11-20,ATM,1842.97,6.37
CUST00521,2021-05-21,Mobile App,9592.22,4.72
CUST04219,2021-09-14,Website,7612.15,40.08
CUST08074,2021-05-15,Mobile App,1984.93,8.43
CUST01427,2021-06-23,Website,7385.73,29.82
CUST06755,2021-02-10,ATM,8854.21,19.31
CUST07517,2021-07-15,ATM,6986.27,8.66
CUST09027,2021-05-08,Website,5862.87,37.84
CUST09754,2021-04-09,Branch Visit,3863.5,29.69
CUST08609,2021-07-07,Website,3323.45,13.13
CUST07793,2021-09-11,Mobile App,1325.76,12.92
CUST02950,2021-02-27,Mobile App,8943.0,43.99
CUST03954,2021-09-17,ATM,3942.44,31.21
CUST00159,2021-04-03,ATM,3205.11,25.01
CUST02092,2021-01-03,ATM,8962.78,30.92
CUST07829,2021-03-27,Website,9204.77,4.84
CUST02272,2021-03-05,ATM,5844.7,10.09
CUST09248,2021-12-09,Mobile App,5369.15,20.09
CUST05352,2021-06-13,Website,419.27,28.64
CUST07009,2021-05-01,ATM,1498.32,33.7
CUST00332,2021-09-14,Mobile App,6758.23,37.86
CUST09456,2021-12-03,ATM,6582.73,48.19
CUST01037,2021-10-15,Mobile App,8092.33,15.06
CUST04796,2021-10-30,Mobile App,4863.89,8.88
CUST04563,2021-11-13,Mobile App,1016.47,51.09
CUST09099,2021-03-07,Mobile App,6903.99,56.9
CUST00895,2021-12-08,Website,5486.9,44.25
CUST02795,2021-11-12,ATM,635.91,10.09
CUST03513,2021-08-06,Mobile App,6517.77,22.23
CUST02975,2021-03-22,Branch Visit,568.3,43.9
CUST04861,2021-05-24,Website,3749.32,44.66
CUST04478,2021-01-23,ATM,2979.91,47.51
CUST02084,2021-02-27,Mobile App,4067.06,28.14
CUST01396,2021-10-01,Branch Visit,3904.94,43.3
CUST06263,2021-05-23,Branch Visit,5326.21,22.13
CUST08693,2021-03-02,Branch Visit,4315.89,19.86
CUST01779,2021-09-18,Branch Visit,6343.29,24.82
CUST08944,2021-01-02,Branch Visit,4678.14,57.14
CUST02970,2021-01-13,Mobile App,8932.59,32.53
CUST06586,2021-02-10,Website,1093.01,23.96
CUST04318,2021-06-05,ATM,8245.03,19.67
CUST08994,2021-09-05,Branch Visit,9358.17,35.29
CUST01182,2021-04-15,ATM,6747.62,28.39
CUST02997,2021-12-27,Branch Visit,5812.95,43.72
CUST00243,2021-03-18,ATM,8981.96,26.46
CUST00934,2021-12-29,Website,2077.5,22.17
CUST01096,2021-06-06,ATM,5615.85,52.15
CUST08314,2021-12-01,ATM,7113.19,10.89
CUST09271,2021-05-15,Website,9347.89,28.91
CUST00007,2021-11-22,Branch Visit,5351.14,24.13
CUST03068,2021-02-21,Website,4654.78,23.72
CUST01169,2021-01-10,Website,2552.26,33.45
CUST07243,2021-07-10,ATM,1518.88,55.65
CUST00160,2021-04-21,Mobile App,4801.02,49.06
CUST08111,2021-01-13,Mobile App,9659.71,16.15
CUST08714,2021-10-05,Mobile App,3187.72,14.15
CUST09526,2021-04-10,Branch Visit,5514.66,15.15
CUST03585,2021-12-05,Mobile App,7876.39,53.93
CUST09174,2021-05-25,Mobile App,2938.9,52.91
CUST06448,2021-08-28,Branch Visit,7719.86,50.66
CUST05859,2021-09-25,Branch Visit,7584.27,17.77
CUST03447,2021-10-10,Branch Visit,5675.44,44.96
CUST09336,2021-11-05,Branch Visit,4990.54,40.91
CUST09812,2021-03-22,Mobile App,3310.19,8.63
CUST08656,2021-09-19,Branch Visit,1429.55,27.13
CUST07983,2021-08-03,ATM,9217.8,4.64
CUST03278,2021-01-22,Website,9319.39,27.6
CUST04389,2021-04-24,Mobile App,416.4,17.36
CUST04077,2021-04-13,ATM,7562.88,12.49
CUST04296,2021-02-06,Branch Visit,8249.13,30.37
CUST04119,2021-10-21,Branch Visit,336.86,3.21
CUST07805,2021-08-14,Mobile App,1507.24,21.68
CUST06119,2021-10-19,Mobile App,4306.28,4.36
CUST02689,2021-06-24,Branch Visit,6422.42,12.09
CUST02616,2021-12-13,Website,2371.13,6.6
CUST09531,2021-07-24,ATM,6230.2,23.65
CUST06309,2021-04-15,Mobile App,493.94,50.19
CUST08388,2021-05-09,Mobile App,1799.8,34.53
CUST03262,2021-02-03,Branch Visit,4935.9,49.21
CUST08741,2021-08-07,Branch Visit,366.48,45.71
CUST07251,2021-06-10,Mobile App,2857.31,14.84
CUST09630,2021-02-24,ATM,5425.37,1.88
CUST03505,2021-05-18,Website,9106.0,57.18
CUST03678,2021-11-30,Mobile App,6778.23,47.92
CUST01310,2021-04-29,Branch Visit,6721.64,16.5
CUST06066,2021-07-09,Website,5090.97,25.36
CUST08860,2021-05-20,Website,207.62,15.26
CUST05579,2021-04-04,Branch Visit,3915.31,17.02
CUST00485,2021-01-24,Website,7572.93,25.17
CUST06279,2021-08-04,Website,2677.85,26.4
CUST09786,2021-09-28,Website,3804.76,7.91
CUST00852,2021-12-27,Branch Visit,7119.71,42.65
CUST01036,2021-12-08,ATM,9318.54,48.58
CUST00462,2021-07-15,Website,3418.26,48.51
CUST06987,2021-07-17,Branch Visit,7484.8,30.48
CUST04882,2021-06-07,Mobile App,3691.09,40.05
CUST03919,2021-11-01,Branch Visit,818.36,55.15
CUST03054,2021-09-02,ATM,7460.82,36.69
CUST04129,2021-01-21,Branch Visit,8390.15,34.78
CUST00073,2021-10-05,Mobile App,7444.18,12.92
CUST02789,2021-06-10,Mobile App,9808.2,49.72
CUST07797,2021-12-25,Website,1106.35,12.66
CUST04983,2021-03-03,ATM,9764.46,50.25
CUST08094,2021-08-16,Mobile App,1002.43,47.11
CUST06629,2021-09-12,Website,3014.94,44.98
CUST09752,2021-03-07,Branch Visit,9553.46,48.21
CUST06042,2021-11-25,ATM,326.97,39.47
CUST09873,2021-06-08,Branch Visit,5203.05,39.05
CUST05556,2021-01-22,Mobile App,4602.53,30.11
CUST06230,2021-07-17,Branch Visit,9343.98,51.19
CUST04606,2021-10-10,Website,2314.83,23.11
CUST05020,2021-01-02,ATM,2489.09,40.54
CUST03900,2021-11-09,Branch Visit,2830.16,22.65
CUST08219,2021-03-15,Mobile App,2394.61,59.54
CUST05215,2021-05-13,ATM,5504.37,40.8
CUST05491,2021-12-23,Branch Visit,8797.42,50.18
CUST06814,2021-04-03,Mobile App,3901.58,28.82
CUST01815,2021-07-09,Website,5009.76,23.22
CUST09222,2021-08-28,Mobile App,4197.66,32.94
CUST06938,2021-05-25,Website,3522.03,46.8
CUST06342,2021-12-26,Website,5033.41,17.44
CUST00295,2021-05-12,Branch Visit,8903.45,34.5
CUST03061,2021-03-12,Website,3123.11,34.26
CUST00829,2021-11-12,Branch Visit,9487.7,25.3
CUST07952,2021-03-15,Branch Visit,8921.45,29.2
CUST04340,2021-12-03,Mobile App,8274.8,8.57
CUST08133,2021-02-17,Branch Visit,2364.37,12.42
CUST02453,2021-04-11,Website,476.62,18.82
CUST04566,2021-03-04,Mobile App,4609.9,43.2
CUST02520,2021-11-10,Branch Visit,4703.03,10.82
CUST02344,2021-01-24,Website,9103.04,36.2
CUST04479,2021-01-18,Website,6054.99,52.61
CUST00542,2021-10-16,ATM,4351.53,22.6
CUST01428,2021-12-03,Website,4054.87,54.44
CUST08878,2021-12-19,ATM,5513.67,55.93
CUST08294,2021-12-06,Website,9315.34,37.44
CUST09410,2021-08-13,ATM,3933.61,39.12
CUST06162,2021-02-03,ATM,4916.62,55.36
CUST01724,2021-02-12,Website,2723.85,16.98
CUST02506,2021-04-10,ATM,9361.7,8.47
CUST04686,2021-09-18,ATM,3999.32,42.09
CUST06832,2021-09-10,Branch Visit,8304.19,7.04
CUST06577,2021-10-22,Branch Visit,4878.48,24.91
CUST03551,2021-10-04,Branch Visit,4890.97,38.29
CUST01128,2021-04-24,Mobile App,775.74,11.28
CUST03739,2021-04-14,Website,9619.08,54.3
CUST07324,2021-07-11,Branch Visit,8214.8,11.61
CUST05634,2021-08-14,Website,6182.34,2.75
CUST01044,2021-08-15,Mobile App,3985.01,44.31
CUST06731,2021-06-09,Mobile App,1810.18,43.91
CUST08761,2021-11-26,ATM,1416.18,10.98
CUST01974,2021-12-30,Mobile App,7782.19,21.25
CUST02265,2021-11-07,ATM,6493.75,24.13
CUST04085,2021-03-22,Mobile App,8780.61,49.77
CUST04838,2021-10-11,ATM,3193.57,6.63
CUST04892,2021-12-25,Branch Visit,5232.93,15.17
CUST03901,2021-12-16,Branch Visit,405.09,42.75
CUST05759,2021-05-26,ATM,2673.14,51.36
CUST03913,2021-05-01,ATM,2354.27,55.24
CUST05426,2021-06-28,Branch Visit,5939.88,15.86
CUST05313,2021-07-02,ATM,7890.38,39.28
CUST04456,2021-11-07,ATM,1372.63,40.96
CUST06673,2021-01-23,Branch Visit,1107.98,8.74
CUST05280,2021-01-06,Branch Visit,4323.4,8.31
CUST08380,2021-03-01,Branch Visit,671.32,34.88
CUST00664,2021-10-18,Mobile App,4440.52,47.86
CUST01662,2021-06-17,Mobile App,3213.79,17.25
CUST06290,2021-05-18,ATM,1972.33,28.0
CUST09763,2021-03-03,Website,9759.88,12.73
CUST07276,2021-04-29,Website,7955.48,38.13
CUST01577,2021-07-02,Branch Visit,7411.04,10.21
CUST01429,2021-05-14,Website,343.03,45.53
CUST00699,2021-02-04,Mobile App,900.75,43.29
CUST06375,2021-03-05,Website,1232.08,42.35
CUST04297,2021-09-10,Mobile App,8062.78,9.46
CUST01505,2021-12-06,Website,6435.8,24.89
CUST00430,2021-08-13,Mobile App,2930.74,43.94
CUST04683,2021-01-28,ATM,7494.31,32.62
CUST09702,2021-08-09,ATM,3120.19,36.75
CUST09640,2021-01-19,Website,882.46,6.02
CUST01079,2021-04-29,Website,601.63,50.68
CUST07752,2021-11-06,Branch Visit,6004.41,2.51
CUST02559,2021-07-11,Mobile App,6150.29,21.64
CUST07863,2021-07-24,Website,9128.94,5.99
CUST02238,2021-09-12,Website,6237.73,54.42
CUST01876,2021-12-03,Branch Visit,3048.32,32.04
CUST03766,2021-01-25,Branch Visit,961.13,26.67
CUST00306,2021-07-06,ATM,4787.53,55.83
CUST08775,2021-01-03,Mobile App,1717.42,51.35
CUST01295,2021-07-19,ATM,3524.74,29.91
CUST04447,2021-05-12,Branch Visit,2056.7,31.1
CUST07360,2021-10-01,ATM,724.05,7.6
CUST06651,2021-09-01,ATM,7850.9,45.77
CUST05634,2021-11-26,Branch Visit,8938.09,48.68
CUST02640,2021-04-23,Website,3452.25,1.82
CUST07340,2021-01-25,Website,4408.15,12.59
CUST02766,2021-05-27,Mobile App,996.86,42.08
CUST02896,2021-11-18,ATM,451.01,7.77
CUST03737,2021-02-27,Mobile App,9064.82,22.07
CUST02750,2021-12-04,Mobile App,9261.06,7.86
CUST08729,2021-09-22,Branch Visit,9877.7,21.11
CUST00418,2021-01-17,Website,3504.21,8.76
CUST09087,2021-11-21,Branch Visit,3163.84,2.95
CUST04189,2021-01-11,Branch Visit,5194.59,15.61
CUST06284,2021-06-25,Website,2126.91,48.34
CUST02852,2021-08-03,Mobile App,2208.8,29.96
CUST06654,2021-07-07,ATM,6017.46,40.91
CUST07899,2021-06-01,ATM,1009.1,12.69
CUST09173,2021-05-02,Website,1407.12,22.61
CUST04675,2021-03-11,Website,7453.13,11.67
CUST08290,2021-04-19,Mobile App,2369.79,3.38
CUST03983,2021-01-08,Branch Visit,106.97,31.82
CUST06907,2021-06-24,Website,9019.38,57.35
CUST03968,2021-08-24,Website,1891.42,8.91
CUST08075,2021-07-21,Branch Visit,9165.99,40.85
CUST06521,2021-08-22,Website,503.38,18.34
CUST02832,2021-11-16,ATM,6903.15,7.61
CUST09158,2021-01-15,Mobile App,2065.73,56.21
CUST07251,2021-02-10,Website,8518.69,8.51
CUST09877,2021-10-29,ATM,1267.54,29.93
CUST03857,2021-03-25,Branch Visit,3996.79,52.97
CUST08284,2021-09-18,Mobile App,8109.66,1.62
CUST01669,2021-03-30,Website,5729.1,17.38
CUST03486,2021-12-21,Branch Visit,3738.55,12.15
CUST05819,2021-12-14,ATM,9849.8,49.25
CUST06592,2021-07-31,Website,2395.54,4.06
CUST07925,2021-09-28,Mobile App,8133.35,35.8
CUST07743,2021-04-06,Mobile App,2511.11,22.59
CUST00957,2021-05-11,Website,6070.56,34.16
CUST03745,2021-11-01,ATM,9942.39,54.87
CUST09222,2021-12-26,Branch Visit,3541.48,22.81
CUST04549,2021-08-22,Mobile App,3816.94,56.97
CUST09147,2021-02-13,Mobile App,3313.03,52.46
CUST07360,2021-11-28,Website,6182.57,42.34
CUST06956,2021-09-10,Mobile App,3879.53,38.39
CUST06230,2021-05-07,ATM,274.31,13.37
CUST05057,2021-08-18,Mobile App,162.13,39.57
CUST08071,2021-09-09,Branch Visit,245.63,37.32
CUST03309,2021-07-28,ATM,7781.21,50.25
CUST08986,2021-02-28,ATM,1105.72,37.83
CUST01342,2021-10-08,Website,5123.51,45.09
CUST03151,2021-02-28,Website,1493.05,54.21
CUST03714,2021-07-21,Website,9409.69,37.11
CUST09006,2021-02-14,Branch Visit,830.72,35.77
CUST09026,2021-06-15,ATM,3633.1,53.27
CUST07026,2021-09-24,Branch Visit,8478.92,38.06
CUST02980,2021-06-02,Branch Visit,1880.82,57.56
CUST03853,2021-09-10,Mobile App,4628.12,50.0
CUST02024,2021-03-12,Website,8311.21,40.53
CUST07480,2021-10-06,Branch Visit,1219.18,32.51
CUST05482,2021-05-20,Website,6546.9,6.01
CUST02004,2021-01-29,ATM,483.55,53.09
CUST07192,2021-07-17,Mobile App,7349.46,19.24
CUST09839,2021-12-17,ATM,8050.38,32.61
CUST09865,2021-07-23,Branch Visit,8873.85,49.25
CUST01615,2021-10-28,ATM,2983.89,21.46
CUST08182,2021-12-17,Mobile App,9941.7,3.43
CUST08476,2021-10-02,Website,9448.52,57.74
CUST01353,2021-11-16,Mobile App,5989.19,31.5
CUST08900,2021-01-15,Mobile App,7701.52,23.15
CUST02338,2021-03-14,Mobile App,2535.85,57.66
CUST01027,2021-08-02,ATM,8224.64,31.19
CUST09660,2021-02-13,Branch Visit,9997.4,54.27
CUST08893,2021-04-18,ATM,6144.65,47.63
CUST06005,2021-06-29,Mobile App,6578.49,42.48
CUST09651,2021-11-15,Mobile App,2828.06,15.44
CUST04692,2021-09-15,Branch Visit,1682.9,12.61
CUST03000,2021-07-17,ATM,8769.53,44.16
CUST01367,2021-05-23,Mobile App,9569.78,29.27
CUST01743,2021-06-13,ATM,2935.98,36.67
CUST02092,2021-09-13,Branch Visit,283.36,37.89
CUST07684,2021-06-09,Website,8396.04,59.63
CUST01295,2021-02-19,ATM,750.7,52.99
CUST02563,2021-01-18,Mobile App,6084.83,2.19
CUST06572,2021-01-04,ATM,5083.42,52.0
CUST00777,2021-01-28,ATM,5451.94,49.64
CUST01693,2021-04-28,Branch Visit,7878.08,13.86
CUST02893,2021-10-14,ATM,1735.0,45.78
CUST01225,2021-09-30,Mobile App,4192.44,43.16
CUST07933,2021-01-07,ATM,8251.76,55.44
CUST04067,2021-03-27,Branch Visit,5295.64,37.23
CUST00662,2021-07-16,Branch Visit,4826.44,53.32
CUST09992,2021-06-23,Website,5669.27,43.51
CUST09495,2021-09-21,Website,3285.95,19.84
CUST06151,2021-01-30,ATM,5737.01,36.79
CUST00694,2021-02-05,Mobile App,919.85,23.18
CUST09884,2021-03-20,Mobile App,6663.34,23.5
CUST02614,2021-11-15,Website,5920.6,48.92
CUST00709,2021-06-27,ATM,4853.34,12.19
CUST07049,2021-03-21,Mobile App,2217.82,48.35
CUST03885,2021-04-16,Website,3600.0,34.59
CUST02006,2021-10-30,ATM,4763.77,20.38
CUST08266,2021-09-04,Website,7304.74,35.44
CUST06016,2021-11-19,Branch Visit,474.05,30.78
CUST03884,2021-02-05,Website,598.98,27.93
CUST03935,2021-05-18,Branch Visit,8856.53,19.96
CUST06500,2021-12-18,Website,6250.61,58.68
CUST02478,2021-01-19,Branch Visit,7368.52,45.81
CUST02067,2021-10-29,Website,4914.84,55.67
CUST08445,2021-01-03,Mobile App,9636.38,18.16
CUST06072,2021-05-21,Website,7377.57,39.88
CUST03045,2021-04-22,ATM,1051.85,29.03
