CustomerID,TicketDate,IssueType,ResolutionTime,SatisfactionScore
CUST01310,2021-02-24,Other,2,3
CUST01717,2021-08-21,Account Blocked,2,5
CUST08016,2021-10-05,Other,5,5
CUST08481,2021-12-03,Service Down,3,1
CUST09814,2021-12-03,Account Blocked,2,2
CUST05053,2021-09-28,Login Issue,4,3
CUST08788,2021-03-07,Account Blocked,12,3
CUST07106,2021-07-29,Service Down,11,5
CUST01623,2021-12-19,Payment Issue,9,1
CUST01286,2021-08-05,Service Down,1,3
CUST00257,2021-06-24,Account Blocked,10,2
CUST01194,2021-09-22,Service Down,1,1
CUST02096,2021-11-11,Service Down,7,3
CUST07486,2021-09-21,Account Blocked,14,1
CUST04176,2021-07-31,Account Blocked,7,3
CUST07444,2021-06-09,Service Down,4,4
CUST07234,2021-08-01,Login Issue,14,3
CUST04839,2021-08-09,Login Issue,14,4
CUST07125,2021-05-26,Other,6,2
CUST08941,2021-12-04,Other,9,5
CUST00828,2021-01-14,Service Down,1,4
CUST05679,2021-10-22,Service Down,10,2
CUST00242,2021-10-30,Payment Issue,5,4
CUST09122,2021-02-28,Service Down,4,2
CUST05097,2021-08-09,Other,12,3
CUST01828,2021-02-04,Service Down,1,2
CUST01188,2021-11-10,Other,11,2
CUST09259,2021-06-21,Other,4,2
CUST08463,2021-12-07,Login Issue,3,3
CUST08785,2021-01-02,Login Issue,5,2
CUST03680,2021-08-05,Account Blocked,10,3
CUST01280,2021-08-21,Service Down,2,2
CUST04079,2021-08-11,Login Issue,12,5
CUST08461,2021-01-25,Account Blocked,6,4
CUST01149,2021-08-17,Login Issue,11,1
CUST07028,2021-07-07,Account Blocked,7,4
CUST05161,2021-10-27,Login Issue,4,3
CUST03467,2021-05-04,Login Issue,5,1
CUST00335,2021-06-21,Service Down,8,3
CUST08613,2021-04-19,Login Issue,2,5
CUST08299,2021-07-21,Login Issue,13,2
CUST01199,2021-10-01,Service Down,1,4
CUST03667,2021-07-09,Login Issue,9,5
CUST00943,2021-10-11,Other,8,4
CUST05899,2021-01-18,Other,5,5
CUST03299,2021-05-09,Payment Issue,10,4
CUST09829,2021-08-02,Account Blocked,2,4
CUST08922,2021-09-23,Login Issue,7,2
CUST02295,2021-12-08,Login Issue,1,2
CUST01717,2021-08-30,Login Issue,13,3
CUST06313,2021-10-17,Login Issue,9,2
CUST08614,2021-05-28,Other,3,5
CUST08952,2021-08-18,Payment Issue,5,5
CUST02385,2021-12-23,Payment Issue,2,2
CUST04330,2021-01-25,Account Blocked,10,1
CUST01465,2021-05-02,Other,6,4
CUST00358,2021-01-01,Login Issue,7,1
CUST09487,2021-08-01,Other,3,3
CUST00292,2021-01-31,Other,8,2
CUST04130,2021-12-23,Login Issue,2,5
CUST05893,2021-03-28,Login Issue,3,2
CUST09997,2021-04-02,Other,11,4
CUST06423,2021-08-26,Account Blocked,14,3
CUST06750,2021-12-31,Account Blocked,11,3
CUST05977,2021-06-18,Other,5,2
CUST02517,2021-05-20,Login Issue,12,5
CUST03995,2021-12-10,Account Blocked,2,2
CUST00483,2021-12-20,Payment Issue,14,1
CUST00973,2021-11-19,Payment Issue,6,3
CUST03463,2021-12-21,Service Down,6,5
CUST05753,2021-02-15,Payment Issue,4,1
CUST09000,2021-01-11,Other,1,3
CUST02812,2021-12-02,Account Blocked,12,5
CUST07963,2021-03-31,Payment Issue,3,1
CUST04798,2021-12-15,Login Issue,5,5
CUST09331,2021-07-13,Login Issue,6,1
CUST04679,2021-12-23,Payment Issue,9,2
CUST06400,2021-04-22,Login Issue,4,5
CUST03053,2021-12-21,Account Blocked,3,4
CUST07570,2021-07-30,Service Down,2,4
CUST00383,2021-09-17,Payment Issue,1,3
CUST00525,2021-01-24,Payment Issue,13,2
CUST06934,2021-09-07,Service Down,8,3
CUST01407,2021-04-04,Account Blocked,5,3
CUST05054,2021-06-02,Other,6,1
CUST07701,2021-11-22,Payment Issue,7,5
CUST03427,2021-11-14,Login Issue,3,3
CUST08260,2021-03-08,Login Issue,1,5
CUST05351,2021-02-23,Other,8,1
CUST03584,2021-03-03,Service Down,2,5
CUST07584,2021-11-10,Account Blocked,10,2
CUST07639,2021-08-01,Login Issue,5,4
CUST09602,2021-08-22,Login Issue,12,5
CUST09703,2021-10-09,Account Blocked,9,2
CUST03480,2021-09-05,Payment Issue,9,1
CUST03791,2021-04-23,Account Blocked,14,5
CUST00561,2021-10-26,Service Down,5,2
CUST03307,2021-08-15,Account Blocked,6,1
CUST06983,2021-09-17,Account Blocked,7,2
CUST00092,2021-07-14,Payment Issue,11,5
CUST03029,2021-11-20,Login Issue,8,2
CUST07107,2021-02-02,Account Blocked,7,4
CUST05840,2021-02-25,Login Issue,9,5
CUST06359,2021-06-16,Payment Issue,1,2
CUST06876,2021-12-06,Payment Issue,10,5
CUST07836,2021-01-13,Other,4,3
CUST08677,2021-10-11,Account Blocked,9,4
CUST00895,2021-11-07,Other,9,2
CUST05382,2021-10-18,Other,7,2
CUST05586,2021-11-22,Payment Issue,3,3
CUST06600,2021-03-13,Payment Issue,7,3
CUST01199,2021-04-02,Payment Issue,6,3
CUST09819,2021-01-07,Other,3,5
CUST04934,2021-05-14,Account Blocked,2,2
CUST02345,2021-09-25,Service Down,13,2
CUST02680,2021-10-06,Payment Issue,6,4
CUST08692,2021-06-25,Service Down,11,1
CUST09311,2021-07-21,Other,10,1
CUST06074,2021-08-18,Login Issue,11,4
CUST05553,2021-10-31,Account Blocked,8,3
CUST08849,2021-04-11,Account Blocked,6,1
CUST09098,2021-01-27,Account Blocked,2,3
CUST07550,2021-09-25,Login Issue,1,1
CUST07606,2021-11-07,Other,3,1
CUST02259,2021-05-15,Service Down,1,4
CUST07428,2021-11-23,Payment Issue,7,4
CUST09871,2021-10-02,Login Issue,10,5
CUST01953,2021-07-13,Payment Issue,9,1
CUST02861,2021-05-19,Payment Issue,13,1
CUST01903,2021-10-13,Other,4,3
CUST05626,2021-03-10,Account Blocked,2,2
CUST04046,2021-04-16,Login Issue,9,3
CUST00632,2021-04-05,Service Down,2,3
CUST09512,2021-01-09,Other,13,1
CUST03599,2021-06-27,Login Issue,1,4
CUST02705,2021-06-08,Login Issue,4,1
CUST02983,2021-05-18,Account Blocked,9,2
CUST08353,2021-11-05,Other,8,5
CUST07217,2021-07-05,Account Blocked,7,1
CUST02879,2021-06-17,Payment Issue,7,5
CUST00916,2021-12-04,Payment Issue,13,5
CUST00035,2021-04-07,Login Issue,12,2
CUST03241,2021-07-27,Service Down,14,5
CUST04317,2021-09-18,Login Issue,9,5
CUST06544,2021-10-21,Payment Issue,5,3
CUST07803,2021-06-08,Other,5,5
CUST08127,2021-10-05,Service Down,7,1
CUST08550,2021-06-15,Login Issue,9,1
CUST09189,2021-03-01,Login Issue,10,1
CUST01536,2021-01-26,Account Blocked,11,2
CUST02882,2021-07-07,Service Down,13,2
CUST04375,2021-02-28,Account Blocked,7,2
CUST02907,2021-10-13,Account Blocked,4,3
CUST06458,2021-02-11,Login Issue,2,5
CUST07422,2021-02-10,Account Blocked,11,2
CUST05214,2021-03-06,Payment Issue,12,4
CUST08196,2021-10-22,Other,13,5
CUST05713,2021-05-09,Account Blocked,14,3
CUST02094,2021-06-16,Account Blocked,9,2
CUST05427,2021-02-17,Account Blocked,6,5
CUST09092,2021-07-13,Service Down,13,3
CUST07560,2021-05-05,Login Issue,8,1
CUST08626,2021-12-11,Payment Issue,8,4
CUST00255,2021-03-05,Login Issue,14,5
CUST06360,2021-02-09,Account Blocked,2,4
CUST08217,2021-04-26,Login Issue,11,4
CUST03086,2021-03-25,Other,8,3
CUST04777,2021-07-23,Login Issue,7,4
CUST02736,2021-08-09,Login Issue,8,5
CUST09566,2021-11-25,Account Blocked,4,3
CUST07743,2021-03-18,Account Blocked,12,5
CUST03744,2021-02-07,Service Down,8,4
CUST01800,2021-07-02,Service Down,10,1
CUST05659,2021-04-19,Other,6,2
CUST08919,2021-02-22,Payment Issue,4,2
CUST09064,2021-02-21,Service Down,3,5
CUST04900,2021-08-22,Account Blocked,2,4
CUST08516,2021-04-11,Service Down,6,3
CUST06669,2021-03-19,Service Down,9,2
CUST07796,2021-02-20,Login Issue,6,1
CUST07458,2021-12-10,Service Down,2,1
CUST03086,2021-03-22,Payment Issue,11,2
CUST06533,2021-11-15,Other,3,1
CUST09682,2021-04-07,Login Issue,8,2
CUST02375,2021-05-13,Service Down,2,3
CUST07494,2021-09-07,Service Down,9,2
CUST01408,2021-02-04,Payment Issue,4,5
CUST08684,2021-06-16,Login Issue,3,3
CUST07936,2021-06-07,Payment Issue,13,1
CUST07076,2021-10-05,Account Blocked,2,4
CUST01358,2021-08-01,Service Down,8,5
CUST09625,2021-04-03,Account Blocked,13,2
CUST01637,2021-08-03,Account Blocked,14,1
CUST08190,2021-08-05,Payment Issue,3,4
CUST02166,2021-06-14,Other,6,3
CUST04443,2021-09-19,Service Down,1,2
CUST02460,2021-10-19,Other,7,1
CUST08212,2021-05-27,Other,1,1
CUST00020,2021-05-14,Payment Issue,8,4
CUST08504,2021-06-28,Account Blocked,6,1
CUST01264,2021-12-12,Login Issue,6,4
CUST04108,2021-10-24,Login Issue,10,5
CUST08107,2021-10-20,Service Down,9,3
CUST08391,2021-10-30,Other,8,4
CUST06014,2021-09-17,Account Blocked,3,2
CUST02310,2021-01-21,Login Issue,1,3
CUST07302,2021-02-26,Payment Issue,9,5
CUST08153,2021-12-13,Payment Issue,11,2
CUST04910,2021-03-04,Service Down,4,3
CUST01608,2021-02-13,Service Down,10,1
CUST09615,2021-03-09,Other,5,4
CUST05207,2021-02-10,Login Issue,3,1
CUST05964,2021-09-19,Login Issue,7,2
CUST08900,2021-11-14,Login Issue,10,1
CUST00798,2021-10-27,Service Down,5,5
CUST04269,2021-07-05,Payment Issue,4,3
CUST02691,2021-10-06,Service Down,4,3
CUST01755,2021-06-23,Account Blocked,9,5
CUST05017,2021-12-16,Service Down,6,3
CUST07708,2021-03-07,Login Issue,12,5
CUST01058,2021-10-02,Payment Issue,3,5
CUST03958,2021-03-30,Login Issue,9,3
CUST01199,2021-08-21,Login Issue,4,1
CUST09344,2021-07-28,Service Down,10,2
CUST04528,2021-02-17,Service Down,7,4
CUST08672,2021-10-02,Account Blocked,9,4
CUST02041,2021-07-08,Service Down,13,4
CUST09642,2021-11-11,Payment Issue,10,3
CUST05108,2021-10-31,Service Down,8,5
CUST00825,2021-05-26,Service Down,3,4
CUST03232,2021-07-17,Service Down,10,3
CUST04660,2021-11-01,Login Issue,9,1
CUST04429,2021-03-03,Payment Issue,12,3
CUST01892,2021-03-26,Login Issue,12,1
CUST03855,2021-06-11,Login Issue,7,2
CUST02224,2021-09-26,Login Issue,2,1
CUST03149,2021-02-03,Login Issue,10,1
CUST09450,2021-12-20,Service Down,9,1
CUST08521,2021-04-15,Service Down,9,3
CUST09285,2021-02-11,Login Issue,1,5
CUST04070,2021-05-31,Service Down,7,1
CUST04381,2021-11-21,Other,11,4
CUST00572,2021-11-30,Login Issue,12,3
CUST03921,2021-08-22,Login Issue,7,3
CUST07543,2021-06-17,Payment Issue,12,4
CUST09263,2021-06-09,Payment Issue,1,3
CUST01851,2021-09-12,Other,12,1
CUST06281,2021-01-17,Payment Issue,14,2
CUST09387,2021-09-30,Login Issue,6,3
CUST09862,2021-10-31,Payment Issue,7,3
CUST06882,2021-08-18,Login Issue,8,5
CUST03259,2021-01-24,Account Blocked,7,2
CUST04791,2021-04-27,Login Issue,4,5
CUST02545,2021-02-07,Other,3,2
CUST08829,2021-09-24,Other,5,2
CUST02435,2021-12-06,Account Blocked,9,1
CUST06450,2021-09-06,Payment Issue,10,5
CUST09213,2021-06-22,Login Issue,14,1
CUST02915,2021-03-10,Other,13,1
CUST03682,2021-09-29,Account Blocked,1,1
CUST02806,2021-09-09,Service Down,1,1
CUST06987,2021-12-02,Other,13,4
CUST01340,2021-01-25,Login Issue,1,1
CUST03192,2021-11-13,Service Down,14,1
CUST05940,2021-01-28,Login Issue,3,2
CUST03990,2021-02-01,Other,4,4
CUST00823,2021-09-03,Login Issue,9,1
CUST07977,2021-11-24,Login Issue,2,3
CUST02482,2021-01-21,Service Down,9,2
CUST00351,2021-01-17,Payment Issue,6,3
CUST07801,2021-02-17,Login Issue,7,1
CUST05612,2021-01-27,Other,3,2
CUST01713,2021-01-12,Other,9,1
CUST05930,2021-02-25,Payment Issue,13,5
CUST01245,2021-04-07,Service Down,13,3
CUST08759,2021-05-23,Account Blocked,4,4
CUST08857,2021-09-08,Payment Issue,10,5
CUST07485,2021-06-08,Login Issue,6,1
CUST06024,2021-12-29,Other,9,4
CUST09672,2021-09-19,Payment Issue,12,1
CUST07683,2021-01-13,Service Down,7,1
CUST08557,2021-11-12,Payment Issue,1,1
CUST02206,2021-11-28,Service Down,12,4
CUST01548,2021-11-01,Payment Issue,8,4
CUST02550,2021-06-25,Payment Issue,8,2
CUST05138,2021-03-15,Payment Issue,11,2
CUST06724,2021-01-04,Service Down,14,3
CUST08257,2021-07-29,Other,8,4
CUST05696,2021-09-20,Account Blocked,10,2
CUST06109,2021-03-10,Account Blocked,10,1
CUST01312,2021-08-09,Account Blocked,9,4
CUST02776,2021-04-25,Other,7,5
CUST04802,2021-05-26,Other,11,2
CUST05757,2021-07-02,Payment Issue,5,3
CUST07868,2021-10-15,Payment Issue,7,4
CUST02713,2021-07-22,Login Issue,10,3
CUST09026,2021-08-13,Other,1,5
CUST01567,2021-01-25,Payment Issue,10,1
CUST02461,2021-04-14,Payment Issue,8,2
CUST07208,2021-07-10,Payment Issue,1,5
CUST02969,2021-06-08,Account Blocked,5,2
CUST05804,2021-01-11,Service Down,9,2
CUST01324,2021-01-05,Account Blocked,9,4
CUST06808,2021-09-27,Service Down,13,5
CUST00678,2021-02-16,Service Down,11,1
CUST08318,2021-04-19,Service Down,4,4
CUST03896,2021-03-20,Login Issue,2,2
CUST05970,2021-03-29,Service Down,14,2
CUST04463,2021-09-22,Service Down,10,5
CUST04085,2021-03-03,Other,10,5
CUST08900,2021-01-31,Account Blocked,9,3
CUST08870,2021-07-07,Service Down,4,4
CUST06428,2021-07-09,Service Down,2,2
CUST06025,2021-11-23,Payment Issue,1,5
CUST00893,2021-06-02,Service Down,6,4
CUST01045,2021-02-16,Login Issue,7,1
CUST03838,2021-01-30,Login Issue,4,2
CUST03796,2021-11-19,Service Down,4,3
CUST00142,2021-11-12,Account Blocked,10,3
CUST09974,2021-08-05,Service Down,5,3
CUST03286,2021-10-15,Other,13,1
CUST02319,2021-12-08,Payment Issue,1,2
CUST07746,2021-04-24,Service Down,8,4
CUST04976,2021-05-03,Other,5,5
CUST09395,2021-08-01,Login Issue,12,2
CUST05672,2021-08-02,Service Down,11,3
CUST05799,2021-11-03,Payment Issue,13,3
CUST06424,2021-11-10,Service Down,12,5
CUST09957,2021-01-22,Service Down,5,3
CUST03243,2021-11-21,Payment Issue,6,2
CUST08918,2021-08-08,Service Down,8,2
CUST00673,2021-05-28,Login Issue,5,1
CUST09381,2021-08-28,Other,11,5
CUST02318,2021-06-25,Payment Issue,4,3
CUST01061,2021-06-10,Login Issue,2,1
CUST07625,2021-10-11,Account Blocked,4,5
CUST03666,2021-07-09,Payment Issue,3,2
CUST07289,2021-07-11,Service Down,8,2
CUST05317,2021-08-28,Payment Issue,10,2
CUST06070,2021-06-07,Account Blocked,1,4
CUST09449,2021-01-03,Service Down,1,5
CUST01552,2021-04-21,Login Issue,5,4
CUST04606,2021-04-15,Account Blocked,5,4
CUST02261,2021-10-09,Account Blocked,11,3
CUST01096,2021-02-10,Login Issue,8,5
CUST07914,2021-06-16,Login Issue,10,5
CUST08640,2021-11-24,Payment Issue,4,1
CUST06569,2021-08-16,Service Down,12,5
CUST02246,2021-06-07,Login Issue,11,2
CUST09517,2021-01-06,Other,7,5
CUST07872,2021-11-08,Other,5,4
CUST08294,2021-02-18,Payment Issue,4,4
CUST04847,2021-03-12,Login Issue,12,3
CUST09805,2021-12-21,Login Issue,3,1
CUST06541,2021-05-25,Account Blocked,7,3
CUST09821,2021-04-10,Login Issue,14,4
CUST02448,2021-09-30,Login Issue,8,4
CUST04711,2021-03-11,Login Issue,7,5
CUST07767,2021-05-14,Login Issue,12,5
CUST03125,2021-05-18,Other,12,2
CUST09192,2021-09-09,Service Down,2,4
CUST04107,2021-12-08,Login Issue,4,3
CUST05913,2021-09-24,Service Down,12,5
CUST02583,2021-08-05,Payment Issue,6,1
CUST04591,2021-04-22,Payment Issue,9,4
CUST08335,2021-03-30,Service Down,13,5
CUST05239,2021-01-01,Login Issue,7,1
CUST08910,2021-12-30,Login Issue,3,1
CUST05092,2021-08-24,Account Blocked,14,3
CUST06041,2021-07-24,Payment Issue,2,3
CUST01416,2021-11-01,Other,8,1
CUST07674,2021-10-27,Account Blocked,2,4
CUST03814,2021-11-17,Payment Issue,6,1
CUST07307,2021-07-18,Service Down,12,4
CUST06917,2021-04-22,Other,9,5
CUST00471,2021-07-22,Login Issue,12,2
CUST08869,2021-02-12,Account Blocked,4,3
CUST05710,2021-12-19,Account Blocked,5,4
CUST06844,2021-06-20,Account Blocked,13,2
CUST07547,2021-04-22,Other,12,3
CUST03629,2021-09-26,Login Issue,3,1
CUST05292,2021-04-22,Other,12,4
CUST04848,2021-10-12,Login Issue,12,4
CUST06219,2021-06-22,Other,6,2
CUST02087,2021-02-22,Service Down,4,5
CUST06568,2021-08-02,Service Down,11,5
CUST05897,2021-09-26,Other,8,5
CUST00219,2021-08-07,Login Issue,12,1
CUST02914,2021-10-16,Login Issue,1,5
CUST04342,2021-03-01,Service Down,4,5
CUST03100,2021-01-25,Service Down,14,4
CUST00913,2021-11-10,Login Issue,11,2
CUST06573,2021-12-21,Payment Issue,5,1
CUST00489,2021-05-14,Login Issue,11,4
CUST01459,2021-07-27,Other,1,1
CUST02265,2021-06-24,Account Blocked,7,4
CUST05007,2021-05-28,Other,13,1
CUST03936,2021-10-27,Login Issue,3,2
CUST00018,2021-06-05,Payment Issue,5,1
CUST03662,2021-10-24,Service Down,14,5
CUST01606,2021-06-01,Other,11,3
CUST00583,2021-02-18,Other,3,1
CUST09938,2021-08-30,Login Issue,5,1
CUST00955,2021-03-17,Login Issue,7,5
CUST04362,2021-06-13,Service Down,1,3
CUST03434,2021-11-26,Payment Issue,9,2
CUST09327,2021-01-24,Payment Issue,2,5
CUST07123,2021-08-19,Service Down,1,3
CUST00359,2021-07-06,Account Blocked,14,4
CUST02469,2021-01-13,Other,1,1
CUST02233,2021-11-03,Account Blocked,5,3
CUST05773,2021-03-17,Service Down,7,5
CUST03795,2021-11-16,Login Issue,2,3
CUST05723,2021-01-26,Account Blocked,13,2
CUST07870,2021-12-26,Login Issue,7,4
CUST00832,2021-01-26,Login Issue,6,1
CUST03410,2021-07-01,Other,8,2
CUST03322,2021-07-22,Account Blocked,1,4
CUST09208,2021-02-12,Login Issue,3,4
CUST00734,2021-04-19,Login Issue,14,2
CUST02044,2021-05-18,Service Down,3,1
CUST04914,2021-10-18,Login Issue,11,1
CUST09593,2021-05-20,Other,11,2
CUST01065,2021-05-02,Login Issue,5,4
CUST07592,2021-02-10,Account Blocked,1,5
CUST03870,2021-04-27,Login Issue,1,4
CUST07625,2021-08-19,Other,10,2
CUST07888,2021-11-17,Service Down,3,3
CUST06100,2021-09-28,Account Blocked,3,1
CUST05245,2021-04-24,Other,1,3
CUST01329,2021-11-26,Service Down,9,1
CUST07743,2021-07-15,Account Blocked,12,2
CUST04752,2021-03-20,Other,1,2
CUST06226,2021-10-28,Service Down,14,3
CUST08944,2021-09-21,Other,13,3
CUST03468,2021-11-26,Account Blocked,2,1
CUST07888,2021-02-06,Payment Issue,11,1
CUST08678,2021-11-21,Other,6,2
CUST08311,2021-12-15,Payment Issue,10,1
CUST06049,2021-04-24,Other,14,3
CUST02399,2021-01-02,Account Blocked,14,4
CUST03711,2021-10-04,Login Issue,14,4
CUST07280,2021-06-02,Login Issue,7,4
CUST02697,2021-04-05,Login Issue,6,5
CUST04128,2021-09-25,Account Blocked,10,5
CUST01687,2021-03-09,Login Issue,14,5
CUST08302,2021-09-23,Service Down,2,4
CUST03953,2021-10-23,Login Issue,2,3
CUST07377,2021-04-22,Service Down,13,3
CUST05507,2021-03-06,Account Blocked,13,2
CUST04028,2021-04-23,Payment Issue,6,4
CUST00635,2021-02-15,Other,14,5
CUST00388,2021-03-21,Service Down,1,1
CUST03736,2021-05-29,Login Issue,5,1
CUST01885,2021-12-04,Payment Issue,13,2
CUST02644,2021-03-04,Payment Issue,1,1
CUST08446,2021-04-14,Other,3,3
CUST05921,2021-03-31,Payment Issue,9,3
CUST00825,2021-06-24,Service Down,2,5
CUST03243,2021-06-20,Account Blocked,12,2
CUST03432,2021-07-01,Login Issue,6,1
CUST06909,2021-10-05,Login Issue,7,3
CUST00209,2021-10-17,Other,1,1
CUST02533,2021-12-28,Payment Issue,1,4
CUST02484,2021-07-02,Login Issue,3,5
CUST07620,2021-10-06,Payment Issue,11,4
CUST01703,2021-10-14,Service Down,7,1
CUST05790,2021-11-05,Payment Issue,5,4
CUST00435,2021-10-16,Login Issue,11,1
CUST05861,2021-10-30,Account Blocked,14,3
CUST01250,2021-09-30,Payment Issue,7,2
CUST09452,2021-12-24,Login Issue,5,4
CUST02243,2021-09-12,Other,7,3
CUST08356,2021-12-18,Login Issue,11,1
CUST05352,2021-02-12,Service Down,7,4
CUST07424,2021-04-18,Login Issue,7,5
CUST05467,2021-10-10,Payment Issue,14,5
CUST04780,2021-09-21,Login Issue,3,3
CUST01731,2021-01-06,Other,8,2
CUST04627,2021-05-12,Other,12,1
CUST00758,2021-12-02,Payment Issue,4,3
CUST04148,2021-01-04,Service Down,12,2
CUST00608,2021-11-14,Account Blocked,12,4
CUST00519,2021-08-25,Login Issue,13,1
CUST05476,2021-07-30,Login Issue,14,4
CUST05434,2021-09-03,Payment Issue,13,1
CUST01395,2021-12-20,Login Issue,3,3
CUST01031,2021-12-31,Other,10,3
CUST08775,2021-12-07,Service Down,12,4
CUST08720,2021-12-22,Service Down,11,1
CUST06771,2021-03-07,Payment Issue,5,4
CUST01871,2021-09-08,Service Down,12,2
CUST06560,2021-12-03,Account Blocked,11,3
CUST02942,2021-01-22,Other,3,3
CUST06696,2021-07-30,Login Issue,4,2
CUST06623,2021-02-06,Service Down,4,4
CUST03464,2021-07-27,Payment Issue,2,3
CUST09207,2021-02-16,Login Issue,13,1
CUST01627,2021-07-17,Service Down,3,4
CUST09571,2021-07-10,Payment Issue,2,4
CUST07815,2021-04-10,Other,5,2
CUST05155,2021-06-30,Login Issue,6,2
CUST03012,2021-09-20,Login Issue,4,4
CUST00828,2021-02-01,Service Down,1,4
CUST01635,2021-07-24,Other,8,5
CUST06358,2021-10-09,Payment Issue,11,5
CUST05729,2021-01-31,Service Down,1,2
CUST08655,2021-04-03,Service Down,8,5
CUST08483,2021-11-21,Payment Issue,3,3
CUST01754,2021-09-29,Account Blocked,1,1
CUST00375,2021-04-19,Service Down,10,2
CUST09445,2021-01-07,Login Issue,13,5
CUST08213,2021-12-02,Payment Issue,12,4
CUST03135,2021-09-18,Payment Issue,1,4
CUST06702,2021-06-06,Service Down,8,2
CUST01390,2021-03-21,Login Issue,10,5
CUST05198,2021-02-18,Payment Issue,12,2
CUST09715,2021-01-31,Payment Issue,14,4
CUST09114,2021-08-15,Payment Issue,7,5
CUST07196,2021-01-05,Account Blocked,5,3
CUST07259,2021-02-13,Account Blocked,9,5
CUST06820,2021-10-28,Payment Issue,4,5
CUST06255,2021-08-18,Payment Issue,11,1
CUST02086,2021-09-30,Account Blocked,1,3
CUST02292,2021-06-28,Service Down,12,2
CUST06454,2021-06-16,Payment Issue,12,1
CUST02958,2021-09-09,Login Issue,7,4
CUST08077,2021-06-15,Other,11,5
CUST02704,2021-01-22,Other,7,2
CUST02133,2021-06-29,Other,1,1
CUST09857,2021-09-09,Login Issue,2,1
CUST07533,2021-05-28,Service Down,9,4
CUST04718,2021-02-10,Login Issue,12,4
CUST01653,2021-04-14,Service Down,7,1
CUST01144,2021-10-06,Other,6,3
CUST02432,2021-02-19,Other,1,2
CUST05550,2021-09-04,Payment Issue,5,2
CUST06282,2021-07-02,Login Issue,13,5
CUST06423,2021-12-22,Other,8,4
CUST00944,2021-11-01,Login Issue,8,4
CUST07149,2021-07-14,Payment Issue,3,1
CUST09740,2021-03-04,Other,9,2
CUST03507,2021-09-01,Payment Issue,4,3
CUST09533,2021-03-07,Account Blocked,14,4
CUST01040,2021-09-02,Payment Issue,8,1
CUST09161,2021-07-05,Service Down,14,3
CUST04371,2021-06-18,Service Down,10,4
CUST07193,2021-11-15,Account Blocked,10,5
CUST05078,2021-11-27,Account Blocked,8,1
CUST05133,2021-01-03,Login Issue,8,2
CUST00328,2021-10-30,Account Blocked,6,2
CUST00511,2021-01-28,Payment Issue,1,4
CUST08202,2021-07-25,Other,6,5
CUST07078,2021-01-13,Service Down,9,3
CUST07702,2021-09-11,Login Issue,12,4
CUST06398,2021-03-09,Service Down,13,1
CUST03433,2021-03-05,Login Issue,1,2
CUST09439,2021-12-28,Account Blocked,8,5
CUST07617,2021-09-22,Service Down,4,4
CUST05996,2021-09-27,Service Down,8,2
CUST09858,2021-08-28,Other,11,1
CUST08952,2021-07-11,Payment Issue,8,3
CUST09149,2021-11-11,Other,8,2
CUST04066,2021-01-20,Other,5,4
CUST09993,2021-02-17,Payment Issue,5,1
CUST01250,2021-05-28,Payment Issue,4,4
CUST00857,2021-05-24,Payment Issue,2,5
CUST07461,2021-10-05,Other,9,1
CUST02419,2021-04-16,Other,5,4
CUST02739,2021-03-24,Other,8,2
CUST05668,2021-03-01,Payment Issue,3,3
CUST04884,2021-12-12,Login Issue,3,1
CUST09828,2021-03-26,Account Blocked,5,5
CUST01131,2021-05-27,Account Blocked,5,4
CUST09188,2021-02-07,Other,9,2
CUST04506,2021-09-22,Payment Issue,13,1
CUST04598,2021-05-02,Payment Issue,6,4
CUST06293,2021-08-30,Other,10,5
CUST04632,2021-12-28,Service Down,2,1
CUST08167,2021-11-23,Login Issue,14,3
CUST02126,2021-03-07,Login Issue,1,2
CUST00518,2021-05-17,Service Down,6,2
CUST01242,2021-02-13,Account Blocked,2,1
CUST01345,2021-04-02,Service Down,12,5
CUST08801,2021-05-19,Payment Issue,5,2
CUST05429,2021-01-22,Account Blocked,2,1
CUST03888,2021-12-01,Payment Issue,4,5
CUST05344,2021-07-30,Other,5,5
CUST07054,2021-10-05,Service Down,14,4
CUST01656,2021-03-25,Payment Issue,6,1
CUST02683,2021-10-21,Login Issue,5,4
CUST08617,2021-01-13,Login Issue,8,1
CUST04310,2021-02-16,Payment Issue,7,5
CUST04441,2021-07-14,Login Issue,2,3
CUST05882,2021-03-04,Payment Issue,7,5
CUST02739,2021-08-22,Payment Issue,12,4
CUST05852,2021-04-22,Other,2,1
CUST05350,2021-08-09,Login Issue,13,3
CUST03445,2021-06-01,Payment Issue,7,3
CUST05868,2021-09-27,Other,1,3
CUST04023,2021-04-21,Payment Issue,4,4
CUST01801,2021-11-08,Other,8,2
CUST08552,2021-08-17,Account Blocked,7,4
CUST09459,2021-07-22,Account Blocked,9,1
CUST05936,2021-09-22,Login Issue,12,3
CUST07608,2021-04-04,Payment Issue,12,5
CUST08943,2021-07-10,Service Down,4,3
CUST07916,2021-07-06,Account Blocked,14,1
CUST02836,2021-11-20,Account Blocked,11,5
CUST02569,2021-08-07,Payment Issue,13,4
CUST03943,2021-05-19,Other,8,4
CUST02343,2021-01-01,Login Issue,14,3
CUST06493,2021-08-06,Account Blocked,4,1
CUST00775,2021-11-21,Account Blocked,12,4
CUST09324,2021-01-16,Service Down,13,5
CUST01678,2021-11-22,Other,2,5
